"user_id","time","incoming","dest_user_id","dest.phone.hash"5,2008-04-04 19:23:15,1,,"2297345650"
5,2008-04-04 20:23:15,1,,"2297345650"
5,2008-04-04 21:23:15,1,,"2297345650"
5,2008-04-10 23:19:40,1,,"2297345651"
5,2008-04-10 23:31:42,1,,"4238471886"
5,2008-04-11 00:19:40,1,,"2297345651"
5,2008-04-11 00:31:42,1,,"4238471886"
5,2008-04-11 01:19:40,1,,"2297345651"
5,2008-04-11 01:31:42,1,,"4238471886"
5,2008-04-12 14:34:49,1,,"2393994694"
5,2008-04-12 15:34:49,1,,"2393994694"
5,2008-04-12 16:34:49,1,,"2393994694"
5,2008-04-21 18:45:57,1,,"3859310224"
5,2008-04-21 19:45:57,1,,"3859310224"
5,2008-04-21 20:45:57,1,,"3859310224"
5,2008-04-23 21:57:54,1,,"2297345650"
5,2008-04-23 22:57:54,1,,"2297345650"
5,2008-04-23 23:57:54,1,,"2297345650"
1,2008-04-26 18:35:34,1,61,"3480933661"
1,2008-04-26 19:35:34,1,61,"3480933661"
1,2008-04-26 20:35:34,1,61,"3480933661"
5,2008-05-01 15:19:09,1,,"2297345651"
5,2008-05-01 15:47:32,1,,"2297345650"
5,2008-05-01 15:57:27,1,,"2297345650"
5,2008-05-01 16:19:09,1,,"2297345651"
5,2008-05-01 16:47:32,1,,"2297345650"
5,2008-05-01 16:57:27,1,,"2297345650"
5,2008-05-01 17:19:09,1,,"2297345651"
5,2008-05-01 17:47:32,1,,"2297345650"
5,2008-05-01 17:57:27,1,,"2297345650"
5,2008-05-01 19:16:21,1,,"2297345650"
5,2008-05-01 20:16:21,1,,"2297345650"
5,2008-05-01 21:16:21,1,,"2297345650"
70,2008-05-09 10:32:16,1,,"4213741699"
5,2008-05-09 12:44:11,1,,"4125595916"
5,2008-05-09 12:44:50,1,,"4125595916"
5,2008-05-09 13:44:11,1,,"4125595916"
5,2008-05-09 13:44:50,1,,"4125595916"
5,2008-05-09 14:44:11,1,,"4125595916"
5,2008-05-09 14:44:50,1,,"4125595916"
70,2008-05-14 10:55:03,1,,"4213741699"
5,2008-05-28 00:39:45,1,,"1088995374"
5,2008-05-28 00:39:45,1,,"3859310224"
5,2008-05-28 00:39:45,1,,"2297345650"
5,2008-05-28 01:39:45,1,,"1088995374"
5,2008-05-28 01:39:45,1,,"2297345650"
5,2008-05-28 01:39:45,1,,"3859310224"
58,2008-06-03 19:27:33,1,,"242993091"
58,2008-06-05 09:12:54,1,,"194156810"
58,2008-06-06 17:51:15,1,,"4032462281"
58,2008-06-06 17:51:16,1,,"4032462281"
58,2008-06-08 13:33:57,1,,"3036096875"
70,2008-06-14 18:09:27,1,,"194156708"
70,2008-06-15 14:29:37,1,,"2962694018"
70,2008-06-15 23:26:37,1,,"4213741699"
70,2008-06-15 23:26:39,1,,"4213741699"
70,2008-06-16 08:08:01,1,,"4213741699"
15,2008-06-16 15:49:59,1,,"194156974"
15,2008-06-16 16:49:59,1,,"194156974"
70,2008-06-18 15:19:20,1,,"4213741699"
1,2008-06-20 09:30:44,1,61,"3480933661"
1,2008-06-20 10:30:44,1,61,"3480933661"
1,2008-06-20 11:30:44,1,61,"3480933661"
70,2008-06-25 10:10:41,1,,"120701858"
58,2008-06-27 12:43:18,1,,"4032462282"
58,2008-06-27 12:43:19,1,,"4032462282"
70,2008-06-28 08:01:57,1,,"420013065"
58,2008-06-29 11:47:45,1,,"3231186199"
58,2008-06-29 12:08:49,1,,"3231186199"
58,2008-06-29 12:17:18,1,,"3231186199"
58,2008-06-29 12:29:42,1,,"3231186199"
